ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042326	GO:0042326	negative regulation of phosphorylation	31/724	383/18614	0.000102409885612868	0.019068720701116	0.0175153244361882	CDK5RAP2/TRIB2/CBFA2T3/MICAL1/CADM1/PTPRJ/LDLRAD4/CAMK2N1/HDAC4/CNKSR3/SEMA4D/DBNDD1/SLC8A1/MYADM/CAMK2N2/SHB/CEACAM1/DBNDD2/FBLN1/DDIT4/SOCS3/THY1/DAB2IP/WNK4/CDKN1C/SMAD6/INHA/CEBPA/SOCS1/SORL1/PKIB	31
GO:1903131	GO:1903131	mononuclear cell differentiation	36/724	474/18614	0.000107320872452743	0.0192145638949046	0.017649286797694	MERTK/RORA/SMARCD2/SYK/PIK3R6/PTPRJ/FZD5/CTSL/HDAC4/CYP26B1/ARID1B/WNT10B/MYB/ST3GAL1/ONECUT1/FCGR2B/FANCA/ERBB2/ITPKB/SHB/CTNNBIP1/DLL1/FASN/ZFPM1/NRARP/EOMES/IRF7/HDAC9/INHA/NFIL3/ZMIZ1/NKX2-3/TOX/SOCS1/JAG2/AGER	36
GO:0045936	GO:0045936	negative regulation of phosphate metabolic process	34/724	439/18614	0.00011401639648276	0.0196572713195276	0.0180559299225329	CDK5RAP2/TRIB2/CBFA2T3/MICAL1/CADM1/PPP1R26/PTPRJ/LDLRAD4/CAMK2N1/HDAC4/CNKSR3/SEMA4D/DBNDD1/SLC8A1/MYADM/CAMK2N2/SHB/CEACAM1/DBNDD2/PDGFA/FBLN1/DDIT4/TGFB2/SOCS3/THY1/DAB2IP/WNK4/CDKN1C/SMAD6/INHA/CEBPA/SOCS1/SORL1/PKIB	34
GO:0010563	GO:0010563	negative regulation of phosphorus metabolic process	34/724	440/18614	0.000119106693749944	0.0198014878359282	0.0181883981207621	CDK5RAP2/TRIB2/CBFA2T3/MICAL1/CADM1/PPP1R26/PTPRJ/LDLRAD4/CAMK2N1/HDAC4/CNKSR3/SEMA4D/DBNDD1/SLC8A1/MYADM/CAMK2N2/SHB/CEACAM1/DBNDD2/PDGFA/FBLN1/DDIT4/TGFB2/SOCS3/THY1/DAB2IP/WNK4/CDKN1C/SMAD6/INHA/CEBPA/SOCS1/SORL1/PKIB	34
GO:0032200	GO:0032200	telomere organization	19/724	187/18614	0.00013057469246003	0.0203596901400587	0.0187011275592557	H4C13/H4C9/TERT/H4C14/DOT1L/H4C5/TERC/H4C1/H3C2/H4C2/H3C7/H3C12/H4C11/H3C10/H3C11/H4C4/H3C1/PKIB/H3C4	19
GO:0051960	GO:0051960	regulation of nervous system development	35/724	461/18614	0.00013419443018356	0.0203596901400587	0.0187011275592557	AMIGO2/OBSL1/SEMA6D/E2F1/BHLHE40/SLC7A5/SEMA6A/SEMA4D/PER2/TP73/ANKRD27/SERPINF1/NEFL/DAAM2/CBLN1/EPHB3/HES6/NOTCH1/SEMA7A/RXRG/PLXNC1/GBX2/EPHA7/DLL1/FLRT2/THY1/AGRN/DPYSL5/PLXNB1/SORL1/OLIG2/TNFRSF21/RTN4R/SEMA6C/SEMA3D	35
GO:0021700	GO:0021700	developmental maturation	27/724	319/18614	0.000136128582307014	0.0203596901400587	0.0187011275592557	BCL11A/SLC24A4/FZD5/TYMS/BCAN/XYLT1/SEMA4D/WNT10B/ANKRD27/NEFL/RPS6KA2/FAM210B/CDK5R1/SHB/CCDC154/TGFB2/CDK5R2/DAB2IP/HOXB13/CDKN1C/UNC13A/CEBPA/AGRN/C1QL1/PLXNB1/REC8/ALDH1A2	27
GO:0010977	GO:0010977	negative regulation of neuron projection development	16/724	143/18614	0.000143198284367423	0.0203596901400587	0.0187011275592557	MINAR1/BCL11A/RTN4RL1/SEMA6D/DAB2/SEMA6A/SEMA4D/SEMA7A/DPYSL3/EPHA7/THY1/LPAR1/RTN4R/SEMA6C/SEMA3D/ZNF296	16
GO:0010721	GO:0010721	negative regulation of cell development	25/724	286/18614	0.000144332926879041	0.0203596901400587	0.0187011275592557	BCL11A/SEMA6D/TLR4/SEMA6A/SNAI2/SEMA4D/DAAM2/FCGR2B/NOTCH1/ERBB2/SEMA7A/SHB/CEACAM1/EPHA7/ZFPM1/THY1/NRARP/INHA/CEBPA/SOCS1/DPYSL5/SORL1/RTN4R/SEMA6C/SEMA3D	25
GO:0048864	GO:0048864	stem cell development	12/724	88/18614	0.000149527476809552	0.0204720707220136	0.0188043532755541	SEMA6D/SEMA6A/SNAI2/SEMA4D/SEMA7A/GBX2/RADIL/FOXC2/NRTN/SEMA6C/SEMA3D/ALDH1A2	12
GO:0034502	GO:0034502	protein localization to chromosome	14/724	116/18614	0.000165096670964227	0.0213479167594021	0.0196088502180319	H4C13/CDT1/H4C9/H1-5/H2BC11/TERT/H4C14/H2AC8/H4C5/H4C1/H4C2/H4C11/H2AC4/H4C4	14
GO:0048640	GO:0048640	negative regulation of developmental growth	14/724	116/18614	0.000165096670964227	0.0213479167594021	0.0196088502180319	BCL11A/SEMA6D/SEMA6A/SEMA4D/TP73/PTCH1/WWC3/SEMA7A/KCNK2/NKD1/EPHA7/RTN4R/SEMA6C/SEMA3D	14
GO:0001933	GO:0001933	negative regulation of protein phosphorylation	28/724	341/18614	0.000171956635567995	0.0216340037451086	0.0198716316835618	CDK5RAP2/TRIB2/MICAL1/CADM1/PTPRJ/LDLRAD4/CAMK2N1/CNKSR3/SEMA4D/DBNDD1/SLC8A1/MYADM/CAMK2N2/SHB/CEACAM1/DBNDD2/FBLN1/DDIT4/SOCS3/THY1/DAB2IP/WNK4/CDKN1C/SMAD6/CEBPA/SOCS1/SORL1/PKIB	28
GO:0043406	GO:0043406	positive regulation of MAP kinase activity	14/724	117/18614	0.000180963102888693	0.0221679801038649	0.0203621086962291	PDGFD/SYK/PIK3R6/FZD5/TLR4/MAP2K6/ERBB2/PDGFA/CD40/DAB2IP/P2RX7/DRD4/TNFRSF11A/AGER	14
GO:0006813	GO:0006813	potassium ion transport	22/724	241/18614	0.000192497685232984	0.0223484694847444	0.020527894860542	SLC24A4/SLC12A7/RGS7/KCNE4/KCNJ10/KCNS3/ATP1B1/FXYD3/KCND3/ANK3/HCN1/KCNK2/HCN3/KCNC4/KCNA2/WNK4/HCN2/KCNG1/KCNJ4/KCNG3/FXYD1/ATP1A3	22
GO:0007411	GO:0007411	axon guidance	21/724	225/18614	0.000196839366031046	0.0223484694847444	0.020527894860542	TRIO/SEMA6D/SEMA6A/SEMA4D/PTCH1/EPHB3/NOTCH1/ERBB2/SEMA7A/CDK5R1/PLXNC1/GBX2/EPHA7/FLRT2/EFNA2/LHX1/DPYSL5/PLXNB1/SEMA6C/SEMA3D/GDF7	21
GO:0097485	GO:0097485	neuron projection guidance	21/724	225/18614	0.000196839366031046	0.0223484694847444	0.020527894860542	TRIO/SEMA6D/SEMA6A/SEMA4D/PTCH1/EPHB3/NOTCH1/ERBB2/SEMA7A/CDK5R1/PLXNC1/GBX2/EPHA7/FLRT2/EFNA2/LHX1/DPYSL5/PLXNB1/SEMA6C/SEMA3D/GDF7	21
GO:0031345	GO:0031345	negative regulation of cell projection organization	19/724	195/18614	0.000225563220861827	0.0249999236455191	0.022963353462174	MINAR1/BCL11A/RTN4RL1/GRIN2B/SEMA6D/RAP1GAP/DAB2/SEMA6A/SEMA4D/SEMA7A/DPYSL3/EPHA7/THY1/LPAR1/DPYSL5/RTN4R/SEMA6C/SEMA3D/ZNF296	19
GO:0071526	GO:0071526	semaphorin-plexin signaling pathway	8/724	44/18614	0.000257924524763198	0.0269934686295901	0.0247944981792967	SEMA6D/SEMA6A/SEMA4D/SEMA7A/PLXNC1/PLXNB1/SEMA6C/SEMA3D	8
GO:0032526	GO:0032526	response to retinoic acid	13/724	107/18614	0.000261763615164989	0.0269934686295901	0.0247944981792967	RORB/CYP26B1/WNT10B/SERPINF1/PTCH1/BMP6/MICB/IGFBP2/RXRG/PDGFA/ALDH1A2/KLF4/ATP1A3	13
GO:0030098	GO:0030098	lymphocyte differentiation	32/724	422/18614	0.000262327083968956	0.0269934686295901	0.0247944981792967	MERTK/RORA/SMARCD2/SYK/PIK3R6/PTPRJ/FZD5/CTSL/HDAC4/CYP26B1/ARID1B/WNT10B/MYB/ST3GAL1/ONECUT1/FCGR2B/FANCA/ERBB2/ITPKB/SHB/DLL1/ZFPM1/NRARP/EOMES/HDAC9/INHA/NFIL3/ZMIZ1/NKX2-3/TOX/SOCS1/JAG2	32
GO:0045637	GO:0045637	regulation of myeloid cell differentiation	20/724	214/18614	0.000272084489844845	0.0269934686295901	0.0247944981792967	H4C13/H4C9/TLR4/H4C14/MYB/H4C5/FAM210B/H4C1/H4C2/ITPKB/CTNNBIP1/H4C11/PRKCA/CEACAM1/DLL1/MTURN/ZFPM1/H4C4/IRF7/INHA	20
GO:0071695	GO:0071695	anatomical structure maturation	22/724	247/18614	0.000272544151576956	0.0269934686295901	0.0247944981792967	BCL11A/SLC24A4/FZD5/TYMS/XYLT1/SEMA4D/WNT10B/RPS6KA2/FAM210B/CDK5R1/SHB/CCDC154/TGFB2/CDK5R2/HOXB13/CDKN1C/CEBPA/AGRN/C1QL1/PLXNB1/REC8/ALDH1A2	22
GO:0014033	GO:0014033	neural crest cell differentiation	12/724	95/18614	0.00031072568202062	0.0301339177042914	0.0276791166747315	SEMA6D/SEMA6A/SNAI2/SEMA4D/SEMA7A/GBX2/RADIL/FOXC2/NRTN/SEMA6C/SEMA3D/ALDH1A2	12
GO:0071805	GO:0071805	potassium ion transmembrane transport	20/724	217/18614	0.000326684753912277	0.0310350516216664	0.0285068414692088	SLC24A4/SLC12A7/RGS7/KCNE4/KCNJ10/KCNS3/ATP1B1/KCND3/ANK3/HCN1/KCNK2/HCN3/KCNC4/KCNA2/WNK4/HCN2/KCNG1/KCNJ4/KCNG3/ATP1A3	20
GO:0016358	GO:0016358	dendrite development	21/724	234/18614	0.000336205408213996	0.0311280206012376	0.0285922369115783	BCL11A/OBSL1/VLDLR/SEMA4D/TANC2/ANKRD27/PHACTR1/CHRNA7/DCLK1/EPHB3/KIF1A/RAB17/CDK5R1/MARK1/DAB2IP/ARHGAP33/LPAR1/CTNND2/DPYSL5/SIPA1L1/ZNF296	21
GO:0060485	GO:0060485	mesenchyme development	26/724	320/18614	0.000341037390045782	0.0311280206012376	0.0285922369115783	SEMA6D/LDLRAD4/DAB2/SEMA6A/SNAI2/SEMA4D/NOTCH1/SEMA7A/GBX2/RADIL/TGFB2/HAS2/ZNF703/MARK1/AKNA/FOXC2/MCRIP1/DAB2IP/EOMES/IL17RD/AMH/NRTN/OLFM1/SEMA6C/SEMA3D/ALDH1A2	26
GO:0050808	GO:0050808	synapse organization	34/724	466/18614	0.000347924518781977	0.0311459352871173	0.0286086922123965	AMIGO2/GRIN2B/PPFIA4/FZD5/BCAN/SEMA4D/TANC2/SNCB/CHRNA7/NEFL/CBLN1/NRG3/EPHB3/KIF1A/FCGR2B/RAB17/ERBB2/CDK5R1/ANK3/PLXNC1/POTEKP/CACNB1/EPHA7/FLRT2/DAB2IP/ARHGAP33/CTNND2/UNC13A/SNTA1/LRFN3/AGRN/C1QL1/PLXNB1/SIPA1L1	34
GO:0043405	GO:0043405	regulation of MAP kinase activity	18/724	186/18614	0.000355062448466256	0.0311852018417061	0.0286447599934445	TRIB2/PDGFD/SYK/PIK3R6/PTPRJ/FZD5/TLR4/MAP2K6/ERBB2/CBS/PDGFA/CD40/DAB2IP/P2RX7/DRD4/TNFRSF11A/SORL1/AGER	18
GO:0048813	GO:0048813	dendrite morphogenesis	15/724	140/18614	0.000367435231742801	0.0316514075821741	0.0290729871895056	OBSL1/VLDLR/SEMA4D/TANC2/ANKRD27/PHACTR1/CHRNA7/DCLK1/EPHB3/KIF1A/CDK5R1/ARHGAP33/CTNND2/DPYSL5/SIPA1L1	15
GO:0001755	GO:0001755	neural crest cell migration	9/724	58/18614	0.000373969369929017	0.0316514075821741	0.0290729871895056	SEMA6D/SEMA6A/SEMA4D/SEMA7A/GBX2/RADIL/NRTN/SEMA6C/SEMA3D	9
GO:0002433	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	6/724	26/18614	0.000400603817822112	0.0321519098614126	0.029532717023474	SYK/PTPRJ/PLA2G6/FCGR2B/VAV3/VAV2	6
GO:0038096	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	6/724	26/18614	0.000400603817822112	0.0321519098614126	0.029532717023474	SYK/PTPRJ/PLA2G6/FCGR2B/VAV3/VAV2	6
GO:0060561	GO:0060561	apoptotic process involved in morphogenesis	6/724	26/18614	0.000400603817822112	0.0321519098614126	0.029532717023474	FZD5/BCL2L11/NOTCH1/TGFB2/FOXC2/JAG2	6
GO:0090497	GO:0090497	mesenchymal cell migration	9/724	60/18614	0.000484496000480441	0.0382259132582449	0.0351119135406164	SEMA6D/SEMA6A/SEMA4D/SEMA7A/GBX2/RADIL/NRTN/SEMA6C/SEMA3D	9
GO:0001654	GO:0001654	eye development	29/724	385/18614	0.000557778251809959	0.043274296036256	0.0397490396289834	MERTK/RORB/BIRC7/FZD5/FOXN4/ACVR2B/TUB/SERPINF1/BMP6/NOTCH1/HCN1/SHROOM2/LAMC3/NKD1/PDE6B/DLL1/SLC4A5/TGFB2/FOXC2/PPP1R13L/THY1/CDKN1C/TDRD7/OSR2/LHX1/MAF/FREM2/ALDH1A2/KLF4	29
GO:0021510	GO:0021510	spinal cord development	12/724	102/18614	0.000599965285543167	0.0453309983839398	0.0416381967178616	VLDLR/FOXN4/PTCH1/NEFL/DAAM2/MNX1/NOTCH1/DLL1/MDGA2/LHX1/OLIG2/GDF7	12
GO:0002227	GO:0002227	innate immune response in mucosa	6/724	28/18614	0.000613502233767606	0.0453309983839398	0.0416381967178616	H2BC4/H2BC8/H2BC11/H2BC12/H2BC7/H2BC21	6
GO:0048843	GO:0048843	negative regulation of axon extension involved in axon guidance	6/724	28/18614	0.000613502233767606	0.0453309983839398	0.0416381967178616	SEMA6D/SEMA6A/SEMA4D/SEMA7A/SEMA6C/SEMA3D	6
GO:0090036	GO:0090036	regulation of protein kinase C signaling	5/724	19/18614	0.000647826896597083	0.0463939181789919	0.0426145278179807	MYADM/PLA2G6/MC1R/AKAP12/CD40	5
GO:1902307	GO:1902307	positive regulation of sodium ion transmembrane transport	5/724	19/18614	0.000647826896597083	0.0463939181789919	0.0426145278179807	CNKSR3/ATP1B1/ANK3/DRD4/FXYD1	5
GO:0150063	GO:0150063	visual system development	29/724	389/18614	0.000657787024664547	0.0463939181789919	0.0426145278179807	MERTK/RORB/BIRC7/FZD5/FOXN4/ACVR2B/TUB/SERPINF1/BMP6/NOTCH1/HCN1/SHROOM2/LAMC3/NKD1/PDE6B/DLL1/SLC4A5/TGFB2/FOXC2/PPP1R13L/THY1/CDKN1C/TDRD7/OSR2/LHX1/MAF/FREM2/ALDH1A2/KLF4	29
GO:0002385	GO:0002385	mucosal immune response	7/724	39/18614	0.000678487826506829	0.047139713916258	0.0432995687552355	H2BC4/H2BC8/H2BC11/H2BC12/H2BC7/RAB17/H2BC21	7
GO:0106027	GO:0106027	neuron projection organization	11/724	90/18614	0.000725865012648661	0.0487037985018478	0.044736238230427	GRIN2B/TANC2/CHRNA7/EPHB3/KIF1A/FCGR2B/CDK5R1/ARHGAP33/CTNND2/SIPA1L1/ATP1A3	11
GO:0021515	GO:0021515	cell differentiation in spinal cord	8/724	51/18614	0.000729454651638114	0.0487037985018478	0.044736238230427	FOXN4/PTCH1/MNX1/NOTCH1/MDGA2/LHX1/OLIG2/GDF7	8
GO:0001503	GO:0001503	ossification	31/724	429/18614	0.000732387947396208	0.0487037985018478	0.044736238230427	MGP/LRP3/RORB/KCNQ1OT1/IGSF10/SNAI2/XYLT1/SEMA4D/MAP2K6/ACVR2B/WNT10B/SLC8A1/PTCH1/ANKH/BMP6/NOTCH1/NOTUM/SEMA7A/CTNNBIP1/CBS/CCDC154/FASN/TENT5A/FOXC2/P2RX7/SMAD6/OSR2/CEBPA/TNFRSF11A/PLXNB1/MN1	31
GO:0043010	GO:0043010	camera-type eye development	26/724	338/18614	0.000777055993749884	0.0502254010369913	0.0461338863728326	MERTK/RORB/BIRC7/FZD5/FOXN4/ACVR2B/TUB/SERPINF1/NOTCH1/HCN1/SHROOM2/LAMC3/PDE6B/DLL1/SLC4A5/TGFB2/FOXC2/PPP1R13L/THY1/CDKN1C/TDRD7/OSR2/LHX1/MAF/ALDH1A2/KLF4	26
GO:0042063	GO:0042063	gliogenesis	25/724	320/18614	0.000779672420494199	0.0502254010369913	0.0461338863728326	BNIP3/E2F1/POU3F1/TLR4/SLC7A5/TP73/KCNJ10/DAAM2/NOTCH1/ERBB2/CDK5R1/LAMC3/DLL1/TGFB2/CDK5R2/HDAC11/DAB2IP/EOMES/LPAR1/CSPG4/GPC1/ZMIZ1/OLIG2/TNFRSF21/AGER	25
GO:0030326	GO:0030326	embryonic limb morphogenesis	13/724	120/18614	0.000798427427870539	0.0502254010369913	0.0461338863728326	SP8/AFF3/CHST11/CYP26B1/BCL2L11/DLX6/HOXA13/PTCH1/NOTCH1/TGFB2/OSR2/FREM2/ALDH1A2	13
GO:0035113	GO:0035113	embryonic appendage morphogenesis	13/724	120/18614	0.000798427427870539	0.0502254010369913	0.0461338863728326	SP8/AFF3/CHST11/CYP26B1/BCL2L11/DLX6/HOXA13/PTCH1/NOTCH1/TGFB2/OSR2/FREM2/ALDH1A2	13
GO:0048880	GO:0048880	sensory system development	29/724	395/18614	0.000837283431139568	0.050987307779428	0.0468337258635392	MERTK/RORB/BIRC7/FZD5/FOXN4/ACVR2B/TUB/SERPINF1/BMP6/NOTCH1/HCN1/SHROOM2/LAMC3/NKD1/PDE6B/DLL1/SLC4A5/TGFB2/FOXC2/PPP1R13L/THY1/CDKN1C/TDRD7/OSR2/LHX1/MAF/FREM2/ALDH1A2/KLF4	29
GO:0009135	GO:0009135	purine nucleoside diphosphate metabolic process	12/724	106/18614	0.000848923514370444	0.050987307779428	0.0468337258635392	CBFA2T3/AK4/ALDOC/PFKL/PRKAA2/HDAC4/PKLR/DDIT4/LRGUK/P2RX7/NUDT18/OGDHL	12
