ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1900046	GO:1900046	regulation of hemostasis	9/662	72/18614	0.000992788615965555	0.132303682909998	0.124482783116424	TFPI/ABAT/F2R/ANXA2/CAV1/PLAUR/F2RL1/SERPINB2/SERPING1	9
GO:0043161	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	29/662	439/18614	0.00108421243268668	0.1355900155259	0.127574849952931	DERL1/PSMC2/EDEM3/DNAJB9/UBE2A/PSMD14/PSMC4/PSMC6/PSMD10/PSMD13/PHF20L1/SELENOS/HERPUD1/PSMC1/ARRB1/ERLEC1/PLK3/PLAA/PSMA5/COMMD1/UBXN8/FBXO33/CAV1/ZFAND2A/UBR3/PPP2CB/LRRK2/CLU/ANAPC13	29
GO:1903034	GO:1903034	regulation of response to wounding	15/662	170/18614	0.00112213636740876	0.1355900155259	0.127574849952931	CD109/DDR2/TFPI/TNFRSF12A/KIAA0319/ABAT/F2R/ANXA2/CAV1/ANXA1/SMAD3/PLAUR/F2RL1/SERPINB2/SERPING1	15
GO:0007596	GO:0007596	blood coagulation	18/662	224/18614	0.0011257048752303	0.1355900155259	0.127574849952931	TFPI/DGKG/C1GALT1C1/CD59/F11R/SLC7A11/ABAT/PLA2G4A/F2R/ANXA2/CAV1/PLAUR/DGKI/AXL/PRSS56/F2RL1/SERPINB2/SERPING1	18
GO:0097193	GO:0097193	intrinsic apoptotic signaling pathway	22/662	301/18614	0.00118667492213068	0.1355900155259	0.127574849952931	MLLT11/AIFM1/CASP4/RPS27L/ARL6IP5/HINT1/SERINC3/BCL2A1/SELENOS/HERPUD1/EIF2AK3/CAV1/NBN/NME5/LRRK2/MAP3K5/CLU/PLAUR/BCL3/TNFRSF1A/IL19/SCN2A	22
GO:0010950	GO:0010950	positive regulation of endopeptidase activity	15/662	171/18614	0.00119073532070537	0.1355900155259	0.127574849952931	BEX3/AIFM1/CASP8/RPS27L/APH1B/ARL6IP5/GPER1/CCN2/F2R/EIF2AK3/CYFIP2/ACVR1C/MAP3K5/SMAD3/CASP10	15
GO:1903052	GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	13/662	137/18614	0.00121649989955978	0.1355900155259	0.127574849952931	PSMC2/EGF/PSMC4/PSMC6/BAG2/PSMD10/HERPUD1/PSMC1/PLK3/CAV1/ZFAND2A/LRRK2/CLU	13
GO:1903078	GO:1903078	positive regulation of protein localization to plasma membrane	8/662	60/18614	0.00122692355695473	0.1355900155259	0.127574849952931	EPHA3/PGRMC1/PRNP/GPER1/ZDHHC2/SQSTM1/ATP2B4/LRP1	8
GO:0050818	GO:0050818	regulation of coagulation	9/662	75/18614	0.0013333387662814	0.136226168680997	0.128173398031814	TFPI/ABAT/F2R/ANXA2/CAV1/PLAUR/F2RL1/SERPINB2/SERPING1	9
GO:0045732	GO:0045732	positive regulation of protein catabolic process	17/662	209/18614	0.00133896121762148	0.136226168680997	0.128173398031814	ADAM9/PSMC2/CUL4B/PSMC4/PSMC6/BAG2/PSMD10/HERPUD1/PSMC1/PLK3/CAV1/ZFAND2A/UBR3/LRRK2/CLU/RILP/LRP1	17
GO:0051923	GO:0051923	sulfation	5/662	24/18614	0.0013573158928591	0.136226168680997	0.128173398031814	EXT1/SULT1A1/SULT1C2/SULT1A3/SULT1A4	5
GO:1903531	GO:1903531	negative regulation of secretion by cell	14/662	156/18614	0.00137854139593478	0.136226168680997	0.128173398031814	ATP9A/SYT11/CCN3/SLC30A1/ABAT/F2R/ACVR1C/ANXA1/TNFRSF1A/NCKAP1L/RHBDF1/IL11/SIRT4/F2RL1	14
GO:0043123	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	16/662	192/18614	0.00142632766534542	0.136226168680997	0.128173398031814	CASP8/TMEM9B/TSPAN6/GOLT1B/SLC44A2/NDFIP2/ECM1/LURAP1L/C18orf32/F2R/TLR6/TLR3/TNFRSF1A/CASP10/S100A4/F2RL1	16
GO:0050817	GO:0050817	coagulation	18/662	229/18614	0.00144456483888202	0.136226168680997	0.128173398031814	TFPI/DGKG/C1GALT1C1/CD59/F11R/SLC7A11/ABAT/PLA2G4A/F2R/ANXA2/CAV1/PLAUR/DGKI/AXL/PRSS56/F2RL1/SERPINB2/SERPING1	18
GO:0007599	GO:0007599	hemostasis	18/662	230/18614	0.00151676060993385	0.136226168680997	0.128173398031814	TFPI/DGKG/C1GALT1C1/CD59/F11R/SLC7A11/ABAT/PLA2G4A/F2R/ANXA2/CAV1/PLAUR/DGKI/AXL/PRSS56/F2RL1/SERPINB2/SERPING1	18
GO:1901214	GO:1901214	regulation of neuron death	23/662	327/18614	0.00154128601716319	0.136226168680997	0.128173398031814	DDR2/OXR1/AIFM1/CASP8/PRNP/BACE1/CPEB4/PSMC1/SLC7A11/IL27RA/F2R/GCLM/TLR6/LRRK2/MAP3K5/CLU/ERBB3/AXL/ITGA1/EGR1/SULT1A3/KDR/SULT1A4	23
GO:1901216	GO:1901216	positive regulation of neuron death	10/662	92/18614	0.00158130665749642	0.136226168680997	0.128173398031814	DDR2/AIFM1/CASP8/PRNP/BACE1/TLR6/MAP3K5/CLU/ITGA1/EGR1	10
GO:0017157	GO:0017157	regulation of exocytosis	16/662	194/18614	0.00158823927706749	0.136226168680997	0.128173398031814	RAB8B/ATP9A/PCLO/SYT11/RAB13/CADPS/ANXA2/RAB21/LRRK2/RAB3C/ANXA1/EXPH5/NCKAP1L/SYT6/LGI3/F2RL1	16
GO:0061136	GO:0061136	regulation of proteasomal protein catabolic process	16/662	194/18614	0.00158823927706749	0.136226168680997	0.128173398031814	PSMC2/PSMD14/PSMC4/PSMC6/BAG2/PSMD10/PHF20L1/HERPUD1/PSMC1/PLK3/COMMD1/CAV1/ZFAND2A/LRRK2/CLU/RHBDF1	16
GO:0016050	GO:0016050	vesicle organization	25/662	368/18614	0.00159346434343255	0.136226168680997	0.128173398031814	RAB8B/SYT11/GOLPH3L/ATP6V1F/RAB13/EEA1/ATP6V1A/BLOC1S2/SRPX/ATP6V1B2/SEC24D/ATP6V1C1/GARIN1A/STX12/SQSTM1/AP3B2/F2R/ANXA2/CAV1/ANXA1/CRYZL2P-SEC16B/RILP/GARIN1B/UNC13C/ASIP	25
GO:0097720	GO:0097720	calcineurin-mediated signaling	7/662	49/18614	0.00163317814199566	0.137035743729302	0.128935116473341	PRNP/PPP3CC/ATP2B4/ERBB3/NFATC2/SULT1A3/SULT1A4	7
GO:0070059	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	8/662	63/18614	0.00169207117197247	0.139395899640132	0.131155755913655	AIFM1/CASP4/SERINC3/SELENOS/HERPUD1/EIF2AK3/LRRK2/MAP3K5	8
GO:1903421	GO:1903421	regulation of synaptic vesicle recycling	5/662	26/18614	0.0019808615184012	0.15362469832981	0.144543444164929	SYT11/PLAA/PPP3CC/DNM3/LRRK2	5
GO:0008637	GO:0008637	apoptotic mitochondrial changes	11/662	111/18614	0.00200040988776402	0.15362469832981	0.144543444164929	MLLT11/GPER1/BLOC1S2/PSMD10/BCL2A1/AIFM2/GCLM/HRK/PPP2CB/CLU/PLAUR	11
GO:0018958	GO:0018958	phenol-containing compound metabolic process	11/662	111/18614	0.00200040988776402	0.15362469832981	0.144543444164929	CYP2E1/EPAS1/SLC7A11/ABAT/CTSB/TG/SULT1A1/SULT1A3/ASIP/PDE1B/SULT1A4	11
GO:0051341	GO:0051341	regulation of oxidoreductase activity	11/662	111/18614	0.00200040988776402	0.15362469832981	0.144543444164929	GLA/ABL2/PDP1/VDR/CAV1/ATP2B4/LRRK2/AOC3/NOS1AP/S100A1/SIRT4	11
GO:0097401	GO:0097401	synaptic vesicle lumen acidification	4/662	16/18614	0.00205021832442607	0.153955495268781	0.144854686623974	ATP6V1F/ATP6V1A/ATP6V1B2/ATP6V1C1	4
GO:0080164	GO:0080164	regulation of nitric oxide metabolic process	8/662	65/18614	0.00207267384934797	0.153955495268781	0.144854686623974	GLA/SELENOS/TLR6/CAV1/ATP2B4/CLU/SMAD3/NOS1AP	8
GO:0052548	GO:0052548	regulation of endopeptidase activity	23/662	336/18614	0.00218519470125136	0.159695438570483	0.150255323260917	BEX3/XIAP/AIFM1/CASP8/RPS27L/SERPINB8/APH1B/ARL6IP5/GPER1/CCN2/F2R/EIF2AK3/CYFIP2/TIMP1/ACVR1C/MAP3K5/SMAD3/PLAUR/CASP10/TIMP4/CST1/SERPINB2/SERPING1	23
GO:0007178	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	26/662	398/18614	0.00223871740829442	0.161009977412413	0.151492155448495	CD109/ADAM9/ITGB8/XIAP/CCN3/NOMO3/PELO/KIAA0319/EXT1/CDKN2B/LPXN/PDCD4/FBN1/KCP/CAV1/RUNX2/ACVR1C/ID1/SMAD3/PEG10/BCL9L/FST/LRP1/EGR1/CRIM1/KDR	26
GO:0016188	GO:0016188	synaptic vesicle maturation	5/662	27/18614	0.00236084865865236	0.167140707380529	0.157260478084573	ATP6V1F/ATP6V1A/ATP6V1B2/ATP6V1C1/UNC13C	5
GO:0070613	GO:0070613	regulation of protein processing	8/662	67/18614	0.00251755767761982	0.175493135958391	0.165119167520005	XIAP/PRNP/BAG2/ANXA2/LRRK2/PLAUR/MELTF/SIRT4	8
GO:0010952	GO:0010952	positive regulation of peptidase activity	15/662	185/18614	0.00258630896651194	0.175816311071089	0.165423238703647	BEX3/AIFM1/CASP8/RPS27L/APH1B/ARL6IP5/GPER1/CCN2/F2R/EIF2AK3/CYFIP2/ACVR1C/MAP3K5/SMAD3/CASP10	15
GO:0071692	GO:0071692	protein localization to extracellular region	25/662	382/18614	0.00263095321821842	0.175816311071089	0.165423238703647	ADAM9/RAB8B/ACSL4/PCLO/GOLPH3L/CCN3/RAB13/GPER1/TMEM167A/CCDC186/ABAT/F2R/MIA2/FBN1/ACVR1C/RAB3C/ANXA1/CD33/TCIRG1/EXPH5/RHBDF1/SIRT4/ANKRD1/F2RL1/PPY	25
GO:0009069	GO:0009069	serine family amino acid metabolic process	6/662	40/18614	0.00270750196091587	0.175816311071089	0.165423238703647	SERINC3/SERINC5/SDSL/SLC7A11/GCLM/GLDC	6
GO:0030433	GO:0030433	ubiquitin-dependent ERAD pathway	9/662	83/18614	0.00271620873426976	0.175816311071089	0.165423238703647	DERL1/EDEM3/DNAJB9/PSMC6/SELENOS/HERPUD1/ERLEC1/UBXN8/CAV1	9
GO:0046209	GO:0046209	nitric oxide metabolic process	9/662	83/18614	0.00271620873426976	0.175816311071089	0.165423238703647	GLA/SELENOS/TLR6/CAV1/ATP2B4/ARG2/CLU/SMAD3/NOS1AP	9
GO:0007565	GO:0007565	female pregnancy	15/662	187/18614	0.00286680948498817	0.181874628279744	0.17112342913333	ACSL4/ITGA5/ADCY7/VDR/COL16A1/APOL2/FOSL1/TIMP1/CTSB/APLF/ACVR1C/OXTR/CORIN/RGS2/PAPPA	15
GO:0051452	GO:0051452	intracellular pH reduction	7/662	54/18614	0.00289008458091846	0.181874628279744	0.17112342913333	ATP6V0E1/ATP6V1F/ATP6V1A/ATP6V1B2/CLIC4/ATP6V0D2/TCIRG1	7
GO:2001057	GO:2001057	reactive nitrogen species metabolic process	9/662	84/18614	0.00294855345218558	0.183012269751409	0.172193820927925	GLA/SELENOS/TLR6/CAV1/ATP2B4/ARG2/CLU/SMAD3/NOS1AP	9
GO:0035970	GO:0035970	peptidyl-threonine dephosphorylation	4/662	18/18614	0.00325769706437699	0.196808338649229	0.185174359448797	DUSP1/DUSP5/PDP1/PPP2CB	4
GO:0045064	GO:0045064	T-helper 2 cell differentiation	4/662	18/18614	0.00325769706437699	0.196808338649229	0.185174359448797	BATF/ANXA1/BCL3/TNFSF4	4
GO:1905477	GO:1905477	positive regulation of protein localization to membrane	10/662	102/18614	0.00340737808331014	0.201134476938768	0.189244765673201	EPHA3/PGRMC1/PRNP/GPER1/ZDHHC2/SQSTM1/ATP2B4/SLC5A3/PDZK1/LRP1	10
GO:0071453	GO:0071453	cellular response to oxygen levels	14/662	172/18614	0.00341808755777647	0.201134476938768	0.189244765673201	DDR2/CPEB2/AIFM1/ATP6V1A/CPEB4/EPAS1/NDRG1/PLK3/CAV1/MALAT1/KCNK3/SCN2A/SIRT4/EGR1	14
GO:1903317	GO:1903317	regulation of protein maturation	8/662	71/18614	0.0036289817397065	0.20734446901691	0.195087664978913	XIAP/PRNP/BAG2/ANXA2/LRRK2/PLAUR/MELTF/SIRT4	8
GO:0032677	GO:0032677	regulation of interleukin-8 production	10/662	103/18614	0.00365680844736176	0.20734446901691	0.195087664978913	ARRB1/CD58/F2R/TLR6/ANXA1/CD33/TLR3/BCL3/TLR1/F2RL1	10
GO:1903050	GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	17/662	230/18614	0.0036609043304685	0.20734446901691	0.195087664978913	PSMC2/PSMD14/EGF/PSMC4/PSMC6/BAG2/PSMD10/PHF20L1/HERPUD1/PSMC1/PLK3/COMMD1/CAV1/ZFAND2A/LRRK2/CLU/RHBDF1	17
GO:0006520	GO:0006520	cellular amino acid metabolic process	20/662	290/18614	0.00378552500194281	0.210930755162815	0.198461954119435	HMGCL/WARS1/GLUD2/SERINC3/SERINC5/SDSL/SLC7A11/ABAT/GCLM/MSRA/GLDC/ATP2B4/SLC1A3/ARG2/PTS/KYNU/ALDH1A1/MAT1A/TDO2/SIRT4	20
GO:0002825	GO:0002825	regulation of T-helper 1 type immune response	5/662	30/18614	0.00381732993232196	0.210930755162815	0.198461954119435	IL27RA/PLA2G4A/IL23R/ANXA1/TNFSF4	5
GO:0032637	GO:0032637	interleukin-8 production	10/662	104/18614	0.00392049376487544	0.211720759093716	0.199205258355783	ARRB1/CD58/F2R/TLR6/ANXA1/CD33/TLR3/BCL3/TLR1/F2RL1	10
GO:0009306	GO:0009306	protein secretion	24/662	373/18614	0.0039250813868621	0.211720759093716	0.199205258355783	ADAM9/RAB8B/ACSL4/PCLO/GOLPH3L/CCN3/RAB13/GPER1/TMEM167A/CCDC186/ABAT/F2R/MIA2/ACVR1C/RAB3C/ANXA1/CD33/TCIRG1/EXPH5/RHBDF1/SIRT4/ANKRD1/F2RL1/PPY	24
GO:0051900	GO:0051900	regulation of mitochondrial depolarization	4/662	19/18614	0.00401168996001469	0.213808315907116	0.20116941291543	MLLT11/GCLM/LRRK2/KDR	4
GO:0035592	GO:0035592	establishment of protein localization to extracellular region	24/662	374/18614	0.00405815828029397	0.213808315907116	0.20116941291543	ADAM9/RAB8B/ACSL4/PCLO/GOLPH3L/CCN3/RAB13/GPER1/TMEM167A/CCDC186/ABAT/F2R/MIA2/ACVR1C/RAB3C/ANXA1/CD33/TCIRG1/EXPH5/RHBDF1/SIRT4/ANKRD1/F2RL1/PPY	24
GO:0001836	GO:0001836	release of cytochrome c from mitochondria	7/662	58/18614	0.00434369658500505	0.221723165124561	0.208616389725626	MLLT11/GPER1/PSMD10/BCL2A1/HRK/CLU/PLAUR	7
GO:0030198	GO:0030198	extracellular matrix organization	21/662	314/18614	0.0043533194114192	0.221723165124561	0.208616389725626	DDR2/COL19A1/COL5A3/CCN2/EXT1/COL16A1/LAMB1/ANXA2/COL9A3/CAV1/SMAD3/BCL3/TNFRSF1A/COL14A1/MELTF/LRP1/COL12A1/COL27A1/MIA/LAMA2/MMP24	21
GO:2000116	GO:2000116	regulation of cysteine-type endopeptidase activity	17/662	234/18614	0.00435518907439547	0.221723165124561	0.208616389725626	BEX3/XIAP/AIFM1/CASP8/RPS27L/ARL6IP5/GPER1/CCN2/F2R/EIF2AK3/CYFIP2/ACVR1C/MAP3K5/SMAD3/PLAUR/CASP10/CST1	17
GO:0045948	GO:0045948	positive regulation of translational initiation	5/662	31/18614	0.00442049521716684	0.221875214123133	0.208759450614757	DAZ2/DAZ3/DAZ4/DAZ1/DNAJC3	5
GO:0070472	GO:0070472	regulation of uterine smooth muscle contraction	3/662	10/18614	0.00445611222361623	0.221875214123133	0.208759450614757	GPER1/ABAT/OXTR	3
GO:0043062	GO:0043062	extracellular structure organization	21/662	315/18614	0.00451373852750424	0.222301622479584	0.2091606525903	DDR2/COL19A1/COL5A3/CCN2/EXT1/COL16A1/LAMB1/ANXA2/COL9A3/CAV1/SMAD3/BCL3/TNFRSF1A/COL14A1/MELTF/LRP1/COL12A1/COL27A1/MIA/LAMA2/MMP24	21
