ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0097191	GO:0097191	extrinsic apoptotic signaling pathway	26/875	227/18614	2.57555238904234e-05	0.0117866642967629	0.0110218854390405	BEX3/MLLT11/EYA4/CASP8/GPER1/SRPX/BLOC1S2/GCLM/TNFRSF12A/CAV1/HSPA1B/PEA15/STX4/TLR3/TNFRSF1A/SMAD3/BAG3/LMNA/CYLD/CASP10/TRADD/INHBA/ATF3/IL19/IFI27/SERPINE1	26
GO:0070059	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	12/875	63/18614	3.14431131019671e-05	0.0131903859462752	0.0123345264729822	CASP4/AIFM1/SERINC3/SELENOS/HERPUD1/CREB3/DDIT3/MAP3K5/EIF2AK3/LRRK2/WFS1/PPP1R15A	12
GO:0035967	GO:0035967	cellular response to topologically incorrect protein	17/875	118/18614	3.6700336590029e-05	0.0141848713966955	0.0132644846383586	HSPB8/DERL1/DNAJB9/ERLEC1/SELENOS/UFD1/HERPUD1/CREB3/HSPA1B/DDIT3/EIF2AK3/BAG3/WFS1/HSPA1L/PPP1R15A/ATF3/SDF2L1	17
GO:0045807	GO:0045807	positive regulation of endocytosis	15/875	96/18614	3.98154170503866e-05	0.0141848713966955	0.0132644846383586	B2M/EGF/SCYL2/ARRB1/ANXA2/PPP3CC/CLU/AP2M1/RAB21/LRRK2/LRP1/NCKAP1L/AXL/CD151/SERPINE1	15
GO:0042176	GO:0042176	regulation of protein catabolic process	35/875	361/18614	4.28168394052095e-05	0.0141848713966955	0.0132644846383586	ADAM9/PSMC2/PSMC4/PSMC6/CUL4B/BAG2/PSMD14/PSMD10/WDR91/IDE/PSMC1/ZFAND2A/UBR3/PINK1/ZDHHC2/ANXA2/PLK3/HERPUD1/CAV1/CLU/USP5/HSPA1B/MTM1/COMMD1/AZIN2/PSMC3/SMAD3/LRRK2/RHBDF1/PSMD2/LRP1/MAP1A/TIMP4/TIMP1/DNAAF4	35
GO:0014909	GO:0014909	smooth muscle cell migration	15/875	97/18614	4.50850103987144e-05	0.0141848713966955	0.0132644846383586	DDR2/CCN3/ADAMTS1/DDIT3/DOCK5/PARVA/MEF2C/LRP1/ABHD2/DOCK4/PLAT/P2RY6/CCN4/ADIPOQ/SERPINE1	15
GO:0034620	GO:0034620	cellular response to unfolded protein	15/875	98/18614	5.09574293910228e-05	0.0143169201792483	0.0133879654228296	HSPB8/DERL1/DNAJB9/ERLEC1/SELENOS/HERPUD1/CREB3/HSPA1B/DDIT3/EIF2AK3/BAG3/WFS1/HSPA1L/PPP1R15A/ATF3	15
GO:0033627	GO:0033627	cell adhesion mediated by integrin	14/875	87/18614	5.11928015944515e-05	0.0143169201792483	0.0133879654228296	ITGB8/ADAM9/CCN3/ITGAX/ITGA5/EXT1/COL16A1/LPXN/LYN/FBN1/ITGA1/NCKAP1L/ITGA3/SERPINE1	14
GO:0002062	GO:0002062	chondrocyte differentiation	16/875	113/18614	7.62878426027856e-05	0.0202122631401275	0.0189007884830835	CCN2/CCN3/TRPS1/EXT1/ECM1/RUNX2/BPNT2/EIF2AK3/SMAD3/MEF2C/CREB3L2/TGFBR2/RARB/GLI3/CCN4/LOXL2	16
GO:0072659	GO:0072659	protein localization to plasma membrane	29/875	285/18614	8.12661170840925e-05	0.0204546816700661	0.0191274776631611	FYB1/PGRMC1/EFR3A/RAB13/GPER1/GOLPH3L/SQSTM1/PSMD10/DENND4C/PRNP/TMEM59/MACF1/PREPL/ZDHHC2/AP2M1/STX4/TNFRSF1A/EHD2/F11R/ATP2B4/LRP1/MAP7/RAB3C/PDZK1/AMN/ITGA3/WDR72/ADIPOQ/GRIP1	29
GO:1902235	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	8/875	32/18614	8.86716703560414e-05	0.0208488414964747	0.0194960623909489	SERINC3/SELENOS/HERPUD1/CREB3/DDIT3/EIF2AK3/LRRK2/WFS1	8
GO:1990778	GO:1990778	protein localization to cell periphery	33/875	345/18614	9.11153184192379e-05	0.0208488414964747	0.0194960623909489	FYB1/PGRMC1/EFR3A/RAB13/GPER1/GOLPH3L/SQSTM1/PSMD10/DENND4C/PRNP/TMEM59/MACF1/PDZD11/PREPL/ZDHHC2/CAV1/IQSEC2/GNAI1/AP2M1/STX4/TNFRSF1A/EHD2/F11R/ATP2B4/LRP1/MAP7/RAB3C/PDZK1/AMN/ITGA3/WDR72/ADIPOQ/GRIP1	33
GO:0061136	GO:0061136	regulation of proteasomal protein catabolic process	22/875	194/18614	0.000121887656272906	0.0266774983338178	0.0249465262632694	PSMC2/PSMC4/PSMC6/BAG2/PSMD14/PSMD10/PSMC1/ZFAND2A/PINK1/PLK3/HERPUD1/CAV1/CLU/USP5/HSPA1B/MTM1/COMMD1/PSMC3/LRRK2/RHBDF1/MAP1A/DNAAF4	22
GO:1903829	GO:1903829	positive regulation of cellular protein localization	40/875	468/18614	0.000202491633437627	0.0424726201135423	0.0397167800321522	ADAM9/ACSL4/PGRMC1/SYT11/EGF/GPER1/GOLPH3L/SQSTM1/PRNP/SEC24A/LIMK2/SAR1B/PINK1/ZDHHC2/PLK3/MPC2/GNAI1/SAR1A/STX4/EIF2AK3/WWTR1/SMAD3/SLC5A3/MICALL2/BAG3/ANKRD1/ATP2B4/TGFB3/LRP1/CRYZL2P-SEC16B/CD33/ABAT/ABLIM3/MAP1A/HSPA1L/PDZK1/OXCT1/EXPH5/GLI3/ITGA3	40
GO:1903050	GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	24/875	230/18614	0.000222560547694833	0.0448147918838317	0.0419069797596335	PSMC2/PSMC4/PSMC6/BAG2/EGF/PSMD14/PSMD10/PSMC1/ZFAND2A/PINK1/PLK3/HERPUD1/CAV1/CLU/USP5/HSPA1B/MTM1/COMMD1/PSMC3/LRRK2/RHBDF1/MAP1A/DNAAF4/TRIM67	24
GO:0007229	GO:0007229	integrin-mediated signaling pathway	15/875	112/18614	0.000237746574298432	0.0448231993124088	0.0419148416713908	ITGB8/ADAM9/FYB1/CCN2/ITGAX/ADAMTS1/ITGA5/COL16A1/LAMB1/ADAM15/ITGA1/LAMA2/TIMP1/TEC/ITGA3	15
GO:1903052	GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	17/875	137/18614	0.000240410484989082	0.0448231993124088	0.0419148416713908	PSMC2/PSMC4/PSMC6/BAG2/EGF/PSMD10/PSMC1/ZFAND2A/PLK3/HERPUD1/CAV1/CLU/USP5/HSPA1B/PSMC3/LRRK2/TRIM67	17
GO:0043123	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	21/875	192/18614	0.000284571368549211	0.0511618667598831	0.0478422240658673	LURAP1L/CASP8/TMEM9B/TLR6/GOLT1B/TSPAN6/PINK1/ECM1/C18orf32/SLC44A2/TERF2IP/IFIT5/F2R/TLR3/TNFRSF1A/TRIM5/CASP10/TRADD/S100A4/LTF/ADIPOQ	21
GO:0071496	GO:0071496	cellular response to external stimulus	30/875	327/18614	0.000382576994613057	0.0627426608611955	0.0586715972170851	GLRX2/AIFM1/CASP8/PDK4/GABARAPL1/CPEB4/CDKN2B/ERCC6/FOSL1/MAP1LC3B/CD68/NR4A2/VDR/MAP3K5/TLR3/EIF2AK3/TNFRSF1A/LYN/LRRK2/F11R/BAG3/ANKRD1/NUAK1/PDE2A/PLEC/SLC34A1/AXL/ATF3/GADD45A/NUAK2	30
GO:1901800	GO:1901800	positive regulation of proteasomal protein catabolic process	15/875	117/18614	0.000384755157804815	0.0627426608611955	0.0586715972170851	PSMC2/PSMC4/PSMC6/BAG2/PSMD10/PSMC1/ZFAND2A/PLK3/HERPUD1/CAV1/CLU/USP5/HSPA1B/PSMC3/LRRK2	15
GO:0070997	GO:0070997	neuron death	33/875	373/18614	0.000386377132836126	0.0627426608611955	0.0586715972170851	DDR2/OXR1/AIFM1/CASP8/XIAP/PRNP/CPEB4/TLR6/SLC7A11/GCLM/PSMC1/PINK1/BACE1/SOD1/CLU/NR4A2/DDIT3/USP53/F2R/MAP3K5/LRRK2/MEF2C/TGFB3/WFS1/G6PD/DKK1/ITGA1/IL27RA/SULT1A4/SNCG/NLRP1/AXL/SCN2A	33
GO:1905897	GO:1905897	regulation of response to endoplasmic reticulum stress	12/875	82/18614	0.000430872907777291	0.0677816943047151	0.0633836724861857	DNAJB9/SERINC3/SELENOS/HERPUD1/CAV1/CREB3/CLU/DDIT3/EIF2AK3/LRRK2/WFS1/PPP1R15A	12
GO:0097193	GO:0097193	intrinsic apoptotic signaling pathway	28/875	301/18614	0.000473871686411458	0.0686777221024155	0.0642215614332021	MLLT11/CASP4/AIFM1/HINT1/SERINC3/PINK1/SELENOS/RPS27L/ERCC6/SOD1/HERPUD1/CAV1/CREB3/CLU/DDIT3/MAP3K5/PLAUR/EIF2AK3/TNFRSF1A/LRRK2/RRM2B/NME5/BCL3/WFS1/CYLD/PPP1R15A/IL19/SCN2A	28
GO:0030433	GO:0030433	ubiquitin-dependent ERAD pathway	12/875	83/18614	0.000482546585892127	0.0686777221024155	0.0642215614332021	DERL1/PSMC6/DNAJB9/EDEM3/UBXN4/ERLEC1/SELENOS/UFD1/HERPUD1/CAV1/JKAMP/WFS1	12
GO:0045948	GO:0045948	positive regulation of translational initiation	7/875	31/18614	0.000483202987530456	0.0686777221024155	0.0642215614332021	DAZ2/DAZ4/DAZ3/DAZ1/DNAJC3/DHX29/PPP1R15A	7
GO:0030100	GO:0030100	regulation of endocytosis	22/875	214/18614	0.000491139848169837	0.0686777221024155	0.0642215614332021	B2M/SYT11/ABL2/EGF/SCYL2/ARRB1/DNAJC6/ANXA2/CAV1/PPP3CC/CLU/AP2M1/RAB21/VAMP4/LRRK2/LRP1/DKK1/NCKAP1L/AXL/CD151/ADIPOQ/SERPINE1	22
GO:0061041	GO:0061041	regulation of wound healing	16/875	137/18614	0.000714250563267168	0.0904569179019565	0.0845876119978984	CD109/DDR2/TFPI/TNFRSF12A/ANXA2/CAV1/ANXA1/F2R/PLAUR/PROS1/SMAD3/SERPINB2/ABAT/PLAT/CCN4/SERPINE1	16
GO:0043280	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	15/875	124/18614	0.000717158038971813	0.0904569179019565	0.0845876119978984	BEX3/AIFM1/CCN2/CASP8/GPER1/RPS27L/F2R/MAP3K5/EIF2AK3/SMAD3/ACVR1C/CTSD/CASP10/CCN1/NLRP1	15
GO:0007035	GO:0007035	vacuolar acidification	7/875	33/18614	0.000723282298927552	0.0904569179019565	0.0845876119978984	ATP6V0E1/ATP6V1A/ATP6V1F/ATP6V1B2/CLIC4/ATP6V0D2/TCIRG1	7
GO:0030968	GO:0030968	endoplasmic reticulum unfolded protein response	11/875	75/18614	0.000725055378442889	0.0904569179019565	0.0845876119978984	DERL1/DNAJB9/ERLEC1/SELENOS/HERPUD1/CREB3/DDIT3/EIF2AK3/WFS1/PPP1R15A/ATF3	11
GO:0048260	GO:0048260	positive regulation of receptor-mediated endocytosis	9/875	53/18614	0.000739762124028399	0.0904569179019565	0.0845876119978984	B2M/EGF/SCYL2/ARRB1/ANXA2/CLU/AP2M1/RAB21/SERPINE1	9
GO:0006940	GO:0006940	regulation of smooth muscle contraction	10/875	64/18614	0.000754706108836348	0.0904569179019565	0.0845876119978984	GPER1/SOD1/CAV1/F2R/DOCK5/CHRNB4/RGS2/ABAT/DOCK4/OXTR	10
GO:1901214	GO:1901214	regulation of neuron death	29/875	327/18614	0.000818029670705925	0.0957665433100844	0.0895527218457013	DDR2/OXR1/AIFM1/CASP8/PRNP/CPEB4/TLR6/SLC7A11/GCLM/PSMC1/PINK1/BACE1/SOD1/CLU/NR4A2/DDIT3/F2R/MAP3K5/LRRK2/MEF2C/TGFB3/WFS1/G6PD/DKK1/ITGA1/IL27RA/SULT1A4/SNCG/AXL	29
GO:0033238	GO:0033238	regulation of cellular amine metabolic process	7/875	34/18614	0.000874295023691344	0.100027298846869	0.0935370178456385	SLC7A11/ALDH2/NR4A2/ATP2B4/NNMT/ABAT/SIRT4	7
GO:1903573	GO:1903573	negative regulation of response to endoplasmic reticulum stress	8/875	44/18614	0.00090695247107956	0.101311442667774	0.0947378398699972	DNAJB9/SELENOS/HERPUD1/CREB3/CLU/LRRK2/WFS1/PPP1R15A	8
GO:0052547	GO:0052547	regulation of peptidase activity	35/875	425/18614	0.000960269658308957	0.101311442667774	0.0947378398699972	CD109/BEX3/TFPI/AIFM1/CCN2/CASP8/SERPINB8/GPER1/XIAP/APH1B/PINK1/ECM1/RPS27L/CAV1/F2R/MAP3K5/PLAUR/EIF2AK3/LYN/SMAD3/APLP2/CYFIP2/LRP1/CTSB/SERPINB2/PAPLN/ACVR1C/CTSD/CASP10/CCN1/NLRP1/TIMP4/TIMP1/LTF/SERPINE1	35
GO:0006949	GO:0006949	syncytium formation	10/875	66/18614	0.000966020907440042	0.101311442667774	0.0947378398699972	CD109/ADAM9/DYRK1B/ADAM12/PLEKHO1/TCTA/DOCK5/EHD2/NFATC2/CYP19A1	10
GO:0010517	GO:0010517	regulation of phospholipase activity	10/875	66/18614	0.000966020907440042	0.101311442667774	0.0947378398699972	ABL2/PLAA/ARL1/ARF4/ANXA1/LRP1/RGS2/CCN1/ITK/P2RY6	10
GO:0090066	GO:0090066	regulation of anatomical structure size	39/875	492/18614	0.00104464879612772	0.103872963085039	0.0971331557861892	SEMA3A/GPER1/KIAA0319/LIMK1/BLOC1S2/RNF6/EXT1/GCLM/MACF1/ALS2/SCPEP1/PFN2/SOD1/CAV1/DSTN/AP2M1/RAB21/F2R/DOCK5/LRRK2/CYFIP2/LPAR3/AVIL/SPTBN5/RGS2/ITGA1/ESAM/IFRD1/NCKAP1L/PPP1R15A/DOCK4/SLC12A4/SLC12A5/SEMA3B/SLC12A8/SLC12A1/HTR7/OXTR/IL7R	39
GO:2001056	GO:2001056	positive regulation of cysteine-type endopeptidase activity	16/875	142/18614	0.00105420643102757	0.103872963085039	0.0971331557861892	BEX3/AIFM1/CCN2/CASP8/GPER1/RPS27L/F2R/MAP3K5/EIF2AK3/SMAD3/CYFIP2/ACVR1C/CTSD/CASP10/CCN1/NLRP1	16
GO:1903421	GO:1903421	regulation of synaptic vesicle recycling	6/875	26/18614	0.00108692269592172	0.103872963085039	0.0971331557861892	SYT11/PLAA/PPP3CC/AP2M1/VAMP4/LRRK2	6
GO:0070613	GO:0070613	regulation of protein processing	10/875	67/18614	0.00108855696605641	0.103872963085039	0.0971331557861892	BAG2/XIAP/PRNP/ANXA2/PLAUR/LRRK2/PLAT/SIRT4/MELTF/SERPINE1	10
GO:2001233	GO:2001233	regulation of apoptotic signaling pathway	32/875	381/18614	0.00112965695643484	0.103872963085039	0.0971331557861892	EYA4/GPER1/SRPX/SERINC3/PSMD10/GCLM/PINK1/TNFRSF12A/SELENOS/SOD1/MAGED1/HERPUD1/CAV1/CREB3/CLU/HSPA1B/NR4A2/DDIT3/PEA15/STX4/PLAUR/EIF2AK3/LRRK2/RRM2B/NME5/WFS1/LMNA/CYLD/INHBA/ATF3/IL19/SERPINE1	32
GO:0010755	GO:0010755	regulation of plasminogen activation	5/875	18/18614	0.00116466292364309	0.103872963085039	0.0971331557861892	ANXA2/PLAUR/PLAT/MELTF/SERPINE1	5
GO:0043217	GO:0043217	myelin maintenance	5/875	18/18614	0.00116466292364309	0.103872963085039	0.0971331557861892	NDRG1/SH3TC2/SOD1/CLU/PLEC	5
GO:0010952	GO:0010952	positive regulation of peptidase activity	19/875	185/18614	0.00116940452465082	0.103872963085039	0.0971331557861892	BEX3/AIFM1/CCN2/CASP8/GPER1/APH1B/PINK1/RPS27L/F2R/MAP3K5/EIF2AK3/LYN/SMAD3/CYFIP2/ACVR1C/CTSD/CASP10/CCN1/NLRP1	19
GO:0010950	GO:0010950	positive regulation of endopeptidase activity	18/875	171/18614	0.00117615393242892	0.103872963085039	0.0971331557861892	BEX3/AIFM1/CCN2/CASP8/GPER1/APH1B/RPS27L/F2R/MAP3K5/EIF2AK3/LYN/SMAD3/CYFIP2/ACVR1C/CTSD/CASP10/CCN1/NLRP1	18
GO:1904377	GO:1904377	positive regulation of protein localization to cell periphery	10/875	68/18614	0.00122350558069106	0.106191846434462	0.0993015781642541	PGRMC1/GPER1/SQSTM1/PRNP/ZDHHC2/GNAI1/STX4/ATP2B4/LRP1/ITGA3	10
GO:0042730	GO:0042730	fibrinolysis	6/875	27/18614	0.00134252874239277	0.114547282867885	0.10711487129314	ANXA2/PLAUR/PROS1/SERPINB2/PLAT/SERPINE1	6
GO:0051216	GO:0051216	cartilage development	20/875	203/18614	0.0014651272874154	0.119758561111682	0.111988015241921	ITGB8/CCN2/CCN3/TRPS1/EXT1/ECM1/SATB2/RUNX2/BPNT2/EIF2AK3/SMAD3/MEF2C/CREB3L2/TGFBR2/CCN1/RARB/TIMP1/GLI3/CCN4/LOXL2	20
GO:0051222	GO:0051222	positive regulation of protein transport	27/875	309/18614	0.00151215706960793	0.119758561111682	0.111988015241921	ADAM9/ACSL4/GPER1/GOLPH3L/PRNP/SEC24A/SAR1B/PINK1/ZDHHC2/PLK3/MPC2/SAR1A/STX4/SMAD3/MICALL2/BAG3/ANKRD1/TGFB3/CRYZL2P-SEC16B/CD33/ABAT/ABLIM3/HSPA1L/PDZK1/OXCT1/EXPH5/GLI3	27
GO:1900242	GO:1900242	regulation of synaptic vesicle endocytosis	5/875	19/18614	0.00151997154273269	0.119758561111682	0.111988015241921	SYT11/PPP3CC/AP2M1/VAMP4/LRRK2	5
GO:0030193	GO:0030193	regulation of blood coagulation	10/875	70/18614	0.00153435338724681	0.119758561111682	0.111988015241921	TFPI/ANXA2/CAV1/F2R/PLAUR/PROS1/SERPINB2/ABAT/PLAT/SERPINE1	10
GO:0006900	GO:0006900	vesicle budding from membrane	11/875	82/18614	0.00153922545734228	0.119758561111682	0.111988015241921	SEC24D/GOLPH3L/SEC24A/SAR1B/SEC31A/ANXA2/SAR1A/AP2M1/AP3B2/TRAPPC6B/CRYZL2P-SEC16B	11
GO:0048193	GO:0048193	Golgi vesicle transport	26/875	294/18614	0.00154634614069514	0.119758561111682	0.111988015241921	VPS35L/SEC24D/RAB13/ATP9A/GOLPH3L/SLC10A7/SEC24A/COPB2/MACF1/SAR1B/GOLT1B/SEC31A/ARL1/PREPL/ARF4/SAR1A/COMMD1/BET1L/TRAPPC6B/KDELR3/LRRK2/MIA2/CREB3L2/CRYZL2P-SEC16B/CEP19/AMN	26
GO:0002683	GO:0002683	negative regulation of immune system process	38/875	487/18614	0.00159698491121506	0.121806394591767	0.113902974847748	CCN3/STAT2/DUSP1/SYT11/GPER1/PRNP/TLR6/PSMA1/TSPAN6/ID2/CD59/SELENOS/UFD1/CD68/ANXA1/TCTA/LPXN/TLR3/CD55/LYN/FBN1/AHR/TGFB3/CD33/IL27RA/NCKAP1L/TREX1/ZBTB7B/MILR1/NMI/AXL/INHBA/TNFSF4/CYP19A1/GLI3/LTF/ADIPOQ/IL7R	38
GO:0032527	GO:0032527	protein exit from endoplasmic reticulum	8/875	48/18614	0.00163642877599029	0.122951976990077	0.114974226020873	DERL1/SAR1B/ERLEC1/SELENOS/UFD1/HERPUD1/SAR1A/CRYZL2P-SEC16B	8
GO:0003018	GO:0003018	vascular process in circulatory system	24/875	265/18614	0.00167659949897082	0.123131994804203	0.115142563361646	GPER1/ABCC2/EXT1/GCLM/SCPEP1/SOD1/CAV1/SLC7A8/F2R/SLC1A3/DOCK5/SLC5A3/ATP2B4/LRP1/PDE2A/RGS2/ITGA1/PLEC/SLC6A13/DOCK4/HTR7/OXTR/SLCO1C1/SLCO2B1	24
GO:0007492	GO:0007492	endoderm development	11/875	83/18614	0.00170066250714716	0.123131994804203	0.115142563361646	DUSP1/ITGA5/PELO/LAMB3/EXT1/DUSP5/LAMB1/COL12A1/SMAD3/DKK1/INHBA	11
GO:1903317	GO:1903317	regulation of protein maturation	10/875	71/18614	0.00171220493370962	0.123131994804203	0.115142563361646	BAG2/XIAP/PRNP/ANXA2/PLAUR/LRRK2/PLAT/SIRT4/MELTF/SERPINE1	10
GO:0009410	GO:0009410	response to xenobiotic stimulus	35/875	440/18614	0.00173992651704198	0.123363240659004	0.115358804806697	PARP4/PRNP/ABCC2/GCLM/UGT2B7/SOD1/FOSL1/EPHX1/DUSP6/CYP2E1/KCNK3/TLR3/SLC1A3/LYN/NFATC2/MEF2C/ANKRD1/AHR/NNMT/SULT1A1/ABAT/TGFBR2/SULT1A4/NCKAP1L/SLC34A1/SLC12A5/TIMP4/INHBA/OXCT1/OXTR/ITGA3/SLCO2B1/ADIPOQ/ABCG5/CYP3A5	35
GO:0006983	GO:0006983	ER overload response	4/875	12/18614	0.00177259520991408	0.123933948426493	0.11589248214526	SELENOS/DDIT3/EIF2AK3/WFS1	4
GO:0036503	GO:0036503	ERAD pathway	13/875	109/18614	0.0018045100108777	0.124437032804909	0.116362923844918	DERL1/PSMC6/DNAJB9/EDEM3/UBXN4/ERLEC1/SELENOS/UFD1/HERPUD1/CAV1/JKAMP/WFS1/SDF2L1	13
GO:1903078	GO:1903078	positive regulation of protein localization to plasma membrane	9/875	60/18614	0.00184132856129921	0.12506500421591	0.116950149269923	PGRMC1/GPER1/SQSTM1/PRNP/ZDHHC2/STX4/ATP2B4/LRP1/ITGA3	9
GO:1900046	GO:1900046	regulation of hemostasis	10/875	72/18614	0.00190637283492984	0.12506500421591	0.116950149269923	TFPI/ANXA2/CAV1/F2R/PLAUR/PROS1/SERPINB2/ABAT/PLAT/SERPINE1	10
GO:1902236	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	5/875	20/18614	0.00194897238594825	0.12506500421591	0.116950149269923	SELENOS/HERPUD1/CREB3/LRRK2/WFS1	5
GO:0001659	GO:0001659	temperature homeostasis	18/875	179/18614	0.00197135559078612	0.12506500421591	0.116950149269923	ACADVL/SQSTM1/DYNC1H1/EPAS1/ACOT13/ARRDC3/CAV1/TFE3/DDIT3/BSCL2/ID1/ALDH1A1/ABAT/ZBTB7B/TRPM8/OXTR/ADIPOQ/PTGES	18
GO:0010955	GO:0010955	negative regulation of protein processing	6/875	29/18614	0.00198857874053232	0.12506500421591	0.116950149269923	XIAP/PRNP/LRRK2/PLAT/SIRT4/SERPINE1	6
