Name	Control_Rep1	Control_Rep2	sgRNA6_D3_Rep1	sgRNA6_D3_Rep2	sgRNA7_D3_Rep1	sgRNA7_D3_Rep2	sgRNA6_D5_Rep1	sgRNA6_D5_Rep2	sgRNA7_D5_Rep1	sgRNA7_D5_Rep2
ENSG00000264266	0	0	0	0	0	0	0	0	0	0
ENSG00000151208	854.015	967.771	614	425	529.999	570	696.001	679.999	826.064	375
ENSG00000260540	0	0	0	0	0	0	0	0	0	0
ENSG00000162241	139	153	103.999	77	83	73.001	97.325	118.999	89.137	55.999
ENSG00000255478	0	0	0	3	0	0	1	1	0	0
ENSG00000197847	1.01	0	1	0	0	0	2.044	1.019	1.013	0
ENSG00000229978	0	0	0	0	0	0	0	0	0	0
ENSG00000254614	3	7	3	8	2	5	9	24	9	6
ENSG00000230590	1165	1233.08	2749.03	4399.79	2705.23	3813	2705.03	4818.89	2838.42	2449.74
ENSG00000204710	0	0	0	0	0	0	0	0	0	0
ENSG00000244355	0	0	0	0	0	0	0	0	0	0
ENSG00000222800	0	0	0	2	0	0	0	0	0	0
ENSG00000255058	0	0	0	0	0	0	0	0	0	0
ENSG00000155254	474.345	497	404	377.907	394	368	533.596	562	464	292
ENSG00000222477	0	0	0	0	0	1	0	0	0	0
ENSG00000254455	0	0	0	0	0	0	0	0	0	0
ENSG00000149792	687.63	611.29	738	802.959	728.723	897	926.999	1095.76	985	680.001
ENSG00000149806	1798.03	1577.71	1987.44	1828.7	2207.45	1567.52	2261.77	2364.36	2310.9	1479.76
ENSG00000174276	202	143	190	137	183.071	187	232.053	248	223	152
ENSG00000149809	146	133	482	384.991	399	355.999	598.001	563	659.506	366.302
ENSG00000256844	0	0	0	0	0	0	0	0	0	0
ENSG00000222514	0	0	0	0	0	0	0	0	0	0
ENSG00000249850	35.004	32	15	35	7	37	18	47	30.02	20
ENSG00000149823	680.002	619.796	838.002	735.139	668.001	665.424	919.29	904.169	906.078	580
ENSG00000164325	0	0	0	0	0	0	0	0	0	0
ENSG00000164430	0	0	2	0	1	1	0	0	0	0
ENSG00000102030	443.745	375.782	527.223	735.562	351.473	629.82	661.001	971	684.224	573.391
ENSG00000131351	333.333	362.985	288	268	257	328.129	399.467	442.283	460.999	264
ENSG00000162300	356.072	337.381	378	291.998	357	442.501	427	417	476.398	263.998
ENSG00000146670	969.494	963.506	736.203	572	652.657	625.002	1152	1085	1169	619
ENSG00000260457	0	0	0	0	0	0	0	0	0	0
ENSG00000168061	94.479	112	64	54.075	39	48.002	77	82	63.003	32
ENSG00000216687	0	0	0	0	0	0	0	0	0	0
ENSG00000065320	423	414	245	168	198	99	456	298.005	404.856	183
ENSG00000110025	91.636	70.651	144.899	151	161.132	211.23	255	124.034	276	132
ENSG00000181322	1	5	0	0	0	1	1	2	4	0
ENSG00000270775	0	0	0	0	0	0	0	0	0	0
ENSG00000116014	1	1	0	0	0	0	0	0	0	0
ENSG00000278851	0	0	0	0	0	0	0	0	0	0
ENSG00000253985	0	0	0	0	0	0	0	1	0	0
ENSG00000149735	0	0	0	0	0	0	0	0	0	0
ENSG00000167967	210.001	235.157	353	264.068	256	413.001	338.999	332.999	326.421	159
ENSG00000274314	0	0	0	0	0	0	0	0	0	0
ENSG00000254297	0	0	0	0	0	0	0	0	0	0
ENSG00000004975	1132.44	1162.37	853.327	971.204	846.977	835.331	1136	1564.12	1156.84	889.001
ENSG00000268296	0	0	0	0	0	0	0	0	0	0
ENSG00000274986	0	0	0	0	0	0	0	0	0	0
ENSG00000286566	0	0	0	0	0	0	0	0	0	0
ENSG00000110046	812.406	860.328	1542.74	1074.28	1421.74	1531.17	1734.57	1257.02	1712.97	769.947
ENSG00000228056	0	0	0	0	0	0	0	0	0	0
ENSG00000171595	0	0	2	0	0	0	0	0	0	0
ENSG00000248995	0	0	0	0	0	0	0	0	0	0
ENSG00000284155	0	0	0	0	0	0	0	0	0	0
ENSG00000207291	0	0	0	0	0	0	0	0	0	0
ENSG00000229719	4	0	0	2	3	9	2	0	4	0
ENSG00000110047	507.601	453.702	1000.48	468	790.053	935.005	1070	735.001	1078.01	456.46
ENSG00000258559	47.648	39.972	40.98	72.963	37.709	57.325	48.15	59.992	45.526	42.079
ENSG00000168066	4842.38	4964.41	4860.19	4469.39	4283	5618.3	5492.1	6305.62	6085.45	3336.62
ENSG00000068831	5	6	1	2	2	4	4	5	7	4
ENSG00000237410	0	0	0	0	0	0	0	0	0	0
ENSG00000227067	0	0	0	0	0	0	0	0	0	0
ENSG00000197891	0	1	0	0	1	0	2	0	0	0
ENSG00000272936	13	20	5	21	22	18	7	27	13	12
ENSG00000232500	0	1	0	0	0	0	0	0	0	0
ENSG00000204315	69.056	59	59	59.013	52	81	81	78	90	69
ENSG00000286816	0	0	0	0	0	0	0	0	0	0
ENSG00000231492	0	0	0	0	0	0	0	0	0	0
ENSG00000278359	0	0	0	0	0	0	0	0	0	0
ENSG00000242922	0	0	0	0	0	0	0	0	0	0
ENSG00000121270	20	16	4	16.001	7	7	9	20	8	14
ENSG00000168071	26	13	23	22.999	35	26	26	26.999	42.999	17
ENSG00000126432	530	329.998	626.005	825.577	390	945.603	817	1119.05	807	709
ENSG00000199520	0	0	0	0	0	0	0	1	0	0
ENSG00000173153	610.994	564.176	518.256	660.641	503.001	556.36	715	886	694.11	556.979
ENSG00000207024	2	0	0	0	0	0	0	0	0	0
ENSG00000253271	0	0	0	0	0	0	0	0	0	0
ENSG00000259404	0	1.86	1.002	0	0	1	1.013	0	0	0
ENSG00000257069	0	0	0	0	0	0	0	0	1.056	1.101
ENSG00000235208	0	0	0	0	0	0	0	0	0	0
ENSG00000255116	0	0	0	0	0	0	0	0	0	0
ENSG00000207419	0	0	0	0	0	0	0	0	0	0
ENSG00000251516	0	0	0	0	0	0	0	0	0	0
ENSG00000182450	1	1	0	5	3	4	0	5	0	0
ENSG00000002330	117.879	133.999	285.001	175.001	263.844	331.001	274	199	337	106
ENSG00000256940	13	12	32	21	23	16.001	31	43	24	18
ENSG00000272994	94	105.003	69	137	82	101	87	160	95	79.023
ENSG00000110011	318.962	331.999	492	451	473.968	436.001	561	707.056	636.999	360.885
ENSG00000250516	0	0	0	0	0	0	0	0	1	0
ENSG00000256116	9	22	7	14	15	10	20	15	17	9
ENSG00000265673	0	0	0	0	0	0	0	0	0	0
ENSG00000168439	4995.77	4582.39	5914.08	5970.32	5709.96	7048.14	6971.89	8382.57	7627.59	4682.15
ENSG00000231177	27	29	26	40	45	26	30	24	43	21
ENSG00000126500	3	0	0	0	0	0	0	0	0	0
ENSG00000256481	0	0	0	1	0	0	0	0	0	0
ENSG00000133315	191.349	167	118.31	179	123	94.001	213.001	309.001	192.001	146
ENSG00000258829	0	0	0	0	0	0	0	0	0	0
ENSG00000207200	0	0	0	0	0	0	0	0	0	0
ENSG00000167771	12	13	13	7	4	5	21	8	22	4
ENSG00000139233	457.755	423.623	442.778	843.16	316.578	941.526	636.947	1563.4	717.064	786.019
ENSG00000263201	0	0	0	0	1	0	0	0	0	0
ENSG00000202089	0	0	0	0	0	0	0	0	0	0
ENSG00000223760	0	0	0	0	0	1	0	0	0	0
ENSG00000256280	0	0	0	0	0	0	0	0	0	0
ENSG00000267872	0	0	0	0	0	0	0	0	0	0
ENSG00000225928	0	0	0	0	0	0	2	0	1	0
ENSG00000168005	648.163	665	823.001	619.025	713.001	761	888.794	735	854.057	377
ENSG00000234219	2.018	5	2	0	3	8	3	10	6	0
ENSG00000188070	463	407.107	480.706	484	451	524	741	642	724	422
ENSG00000271100	0	0	0	0	0	0	0	0	0	0
ENSG00000106031	179	167	72	89	70	68	63	103	89	73
ENSG00000287763	0	0	0	0	0	0	0	0	0	0
ENSG00000270269	0	0	0	0	0	0	0	0	0	0
ENSG00000176485	440.989	419	453	627.11	406	541.631	633.145	893	561.998	524.001
ENSG00000133321	0	0	0	0	0	0	0	0	1	0
ENSG00000261759	0	1	10	3	7	1	3	5	4	5
ENSG00000149742	0	0	0	0	0	0	0	0	0	0
ENSG00000266913	0	1	1	1	0	4	2	2	0	0
ENSG00000151631	0	0	0	0	0	0	0	0	0	0
ENSG00000256181	0	0	0	0	0	0	0	0	0	0
ENSG00000197658	0	0	0	0	0	1	0	0	0	0
ENSG00000235550	0	0	0	0	0	0	0	0	0	0
ENSG00000285794	0	0	0	0	0	0	0	0	0	0
ENSG00000253547	0	3	0	0	0	0	0	0	0	0
ENSG00000285388	0	0	0	0	0	0	0	0	0	0
ENSG00000218819	12	3	4	9	2	6	3	14	3	9
ENSG00000256597	0	0	0	0	1	0	0	0	0	0
ENSG00000241082	0	0	0	0	0	0	0	0	0	0
ENSG00000271821	0	0	0	0	0	0	0	0	0	0
ENSG00000257002	0	0	0	0	0	0	0	0	0	1
ENSG00000206877	0	0	0	0	0	0	0	0	0	0
ENSG00000168003	2448.05	2360.55	2359.18	2321.42	2267.66	3472.26	2708.23	3135.14	3006.77	1835.27
ENSG00000264775	0	0	0	0	0	0	0	0	0	0
ENSG00000054965	1383.01	1515.68	1656	1146.35	1637.08	1163.45	2275.46	1806	2344	1015.55
ENSG00000276788	0	0	0	0	0	0	0	0	0	0
ENSG00000277194	0	0	0	9.328	0	19.834	0	29.707	10.759	15.66
ENSG00000117597	664.425	683	584.295	1080.09	630	1031.99	855	1811.02	992.077	1008.5
ENSG00000268681	0	0	0	0	0	0	0	0	0	0
ENSG00000226245	0	0	0	1	0	0	0	2	0	0
ENSG00000256512	0	0	0	0	0	0	0	0	0	0
ENSG00000087077	655.418	532	1422.5	1068.01	1159	1692.51	1371.6	1411.01	1361.9	906
ENSG00000149948	2236.84	2504.93	3158.47	2971.62	3393.53	3854.7	4490.35	4783.64	4875.47	2541.26
ENSG00000133316	370.886	387.487	415.191	448.085	423.419	506.488	510.558	708.527	537.137	403.298
ENSG00000202279	0	0	0	0	0	0	0	0	0	0
ENSG00000172888	850.736	876.155	862.72	1265	843.687	1396.29	1125.67	1466.91	1082.51	768.027
ENSG00000240443	0	0	0	0	0	0	0	0	0	0
ENSG00000283268	0	0	0	0	0	1	0	1	0	0
ENSG00000238628	0	0	0	0	0	0	0	0	0	0
ENSG00000121335	0	0	0	0	0	0	0	0	0	0
ENSG00000286327	0	0	1	0	0	0	0	0	0	0
ENSG00000256690	3	1	3	6	6	5	13	4	0	3
ENSG00000269927	0	0	0	0	0	1	0	0	0	0
ENSG00000258453	1	0	0	0	0	0	0	0	0	0
ENSG00000102053	2	1	0	0	1	1	4	1	2	0
ENSG00000252361	0	0	0	0	0	0	0	0	0	0
ENSG00000147862	2132.11	2221.95	1183.48	1811.49	1029	1475.26	1809	3045.34	1798.74	1709.5
ENSG00000182077	0	0	0	0	0	0	0	0	0	0
ENSG00000254784	0	0	0	0	0	1	0	0	0	0
ENSG00000162231	1072.59	1062.3	1424.39	1472.26	1265.58	1785	1585.95	1925.43	1579.08	994.361
ENSG00000284535	0	0	0	0	0	0	0	0	0	0
ENSG00000227029	0	0	0	0	0	0	0	0	0	0
ENSG00000168569	249.089	229	204.003	250	172	204	247	274	237.721	194
ENSG00000267811	2	0	0	0	0	2	0	0	0	0
ENSG00000183671	0	0	0	0	0	2	0	0	1	0
ENSG00000168002	362.951	305.083	427.999	435.138	468.002	451	540.09	665.538	517.322	423.001
ENSG00000185842	751.194	803.169	512.005	950.629	371.002	617.081	604.404	1282	648.263	662.036
ENSG00000185670	106	80	107	91	82	123	104	150.084	105	75
ENSG00000286782	4	7	3	2	1	9	8	5	3	7
ENSG00000242292	0	0	0	0	0	0	0	0	0	0
ENSG00000162222	270	268.001	312.001	373	304.001	425	329	530.936	446.289	350.001
ENSG00000168000	157.763	176.367	586.887	406.623	810.851	641.173	431.889	351.878	537.199	199.517
ENSG00000052749	794.001	800.276	1598.74	1755.76	1569.81	2289.28	1466.23	2117.15	1655.98	1088
ENSG00000214756	210.148	194.632	132.838	116.615	93.556	113.244	159.074	178.423	186.2	136.38
ENSG00000162194	117.646	121.314	156.877	200.053	158.073	194.674	169.538	211.575	189.785	127.871
ENSG00000196366	1	3	0	2	0	9	2	2	5	0
ENSG00000271788	0	0	0	3	3	4	2	2	4	2
ENSG00000243187	0	0	0	0	0	0	0	0	0	0
ENSG00000089597	6508.02	5816.18	6886.7	6193.07	6598.98	7997.94	8320.66	8829.46	9067.88	5146.61
ENSG00000047849	1363.96	1382.91	2100	1976.36	1939.49	2375	2458.2	2666.27	2480.83	1409.4
ENSG00000149489	1	1	5.002	8	9.006	23	11	15.999	10	2
ENSG00000203809	0	1	1	1	1	0	0	0	0	1
ENSG00000277235	0	1	0	0	2	0	0	0	0	1
ENSG00000257058	0	0	1	0	0	0	1	0	0	0
ENSG00000250659	0	0	0	0	0	0	0	0	0	0
ENSG00000255446	0	0	0	0	1	1	0	0	0	0
ENSG00000201025	0	0	0	0	0	0	0	0	0	0
ENSG00000254454	0	5	0	0	3.001	0	0	0	0	1
ENSG00000206776	0	0	0	0	0	0	0	0	0	0
ENSG00000272914	12	9	2	18	3	12	2	21	7	8
ENSG00000255213	0	0	0	0	0	0	2.002	0	0	0
ENSG00000124935	2	3	0	5	3	3	4	2	5	5
ENSG00000138472	1	0	4	8	1	6	6	39	5	21
ENSG00000254404	0	0	0	0	0	0	0	0	0	0
ENSG00000276479	0	0	0	0	0	0	0	0	0	0
ENSG00000168515	0	0	0	0	0	0	0	0	0	0
ENSG00000270706	4	0	0	2	4	1	2	0	1	0
ENSG00000252040	0	0	0	0	0	0	0	0	0	0
ENSG00000236607	0	0	0	0	0	0	0	0	0	0
ENSG00000255553	0	0	0	0	0	3	1	0	0	0
ENSG00000229263	0	0	0	0	0	2	0	0	0	0
ENSG00000115504	1379.86	1461.88	1533	2041.41	1380.02	2071.46	2175.18	3031.36	2375.55	1597.11
ENSG00000287239	0	0	0	0	0	0	0	0	0	0
ENSG00000279491	17	14	6	13	3	9	13	10	12	3
ENSG00000212421	0	0	0	0	0	0	0	0	0	0
ENSG00000255038	2	3	0	4	0	1	1	3	2	0
ENSG00000265919	0	0	0	0	0	0	0	0	0	0
ENSG00000167996	22263.4	19973.6	27613.5	32184.8	28073.5	41473.6	31649.3	43106.2	34468.6	23771.8
ENSG00000273836	0	0	0	0	0	0	0	0	0	0
ENSG00000167995	2352.24	3023.89	1731.37	2326.54	2141.85	1937.63	1420.07	2516.5	1723.1	1437.11
ENSG00000167994	254	261.999	99	75	78	60.004	130.31	112	120.049	72
ENSG00000277892	0	0	0	0	0	0	0	0	0	0
ENSG00000284846	0	0	2	2	0	2	3	1	1	1
ENSG00000128805	1	0	0	0	0	0	0	0	2	1
ENSG00000221968	119	153.001	82	74	81	62	127	131	136.006	62
ENSG00000284416	0	0	0	0	0	0	0	0	0	0
ENSG00000110148	0	2	5	0	0	0	0	1	0	0
ENSG00000265689	0	0	0	0	0	0	0	0	0	0
ENSG00000149485	2935.39	2996.73	2362.06	1955.21	2488.66	1624.47	3119.11	3050.08	3190.31	1749.08
ENSG00000168496	2227.19	2300.29	1588.92	1933.48	1625.99	1684.16	2275.63	3157.83	2425.37	1988.03
ENSG00000011347	7	11	4	6	0	1	13	9	8	7
ENSG00000266006	0	0	0	0	0	0	0	0	0	0
ENSG00000165655	430.087	439	396.387	382	340	586	434.003	469.667	469	303
ENSG00000165617	32	41	22	14	16	143.001	27	14	27	12
ENSG00000240823	0	7	0	2	2	2	7	4	1	1
ENSG00000257222	0	0	0	0	0	0	0	0	0	0
ENSG00000167985	277.273	252.869	345.237	398.635	463.907	546.058	365.41	640.825	438.608	351.74
ENSG00000279246	1.133	16	5	3	3	5	4.325	2	3	4
ENSG00000225990	0	0	0	0	0	0	0	0	0	0
ENSG00000256713	0	0	0	0	0	0	0	0	0	0
ENSG00000275710	1	0	0	1	0	0	0	0	1	0
ENSG00000189090	0	0	0	0	0	0	0	0	0	0
ENSG00000198839	332	314.874	417.665	690.385	446.279	659.034	501.275	818.813	613.2	440.599
ENSG00000175471	435.011	429.999	577.036	857.002	701.001	1133	702.01	1128.07	826	584
ENSG00000279549	12	23	10	14.091	12.068	18	14	17	19	4
ENSG00000256733	0	0	0	0	0	0	0	0	0	0
ENSG00000207153	0	0	0	0	0	0	0	0	0	0
ENSG00000013725	0	0	0	0	0	0	0	0	0	0
ENSG00000172680	0	0	0	0	0	0	0	0	0	0
ENSG00000196544	39	26	53	68.018	40	52	70.011	91	47	36
ENSG00000110446	0	0	1	0	1	0	1	0	0	0
ENSG00000230276	1	2	0	0	0	0	0	0	0	0
ENSG00000285184	62	59	21.033	56	39.999	63.082	37	72	37.029	43.005
ENSG00000261546	18	9	5	5	1	2	7	8	7	2
ENSG00000006118	546.001	609.326	405.006	234.001	245.003	189	404	293.029	348.348	168.999
ENSG00000264577	11	17	20	13	25	9	24	29	9	11
ENSG00000151743	39.999	40.999	44	78	62	57.038	42	80.627	69.001	50.999
ENSG00000110108	563.117	606.538	867.503	584.288	904.906	763	1197	977	1304.46	605.666
ENSG00000226370	0	0	0	0	0	0	0	0	0	0
ENSG00000231236	0	0	1	0	1	1	0	0	3	0
ENSG00000257052	5	5	3	14	13	9	5	14	11	9
ENSG00000228169	2.002	1	1.001	1.052	1	10.262	3.003	2.002	4.004	5.003
ENSG00000183134	3	2	7.397	3.384	4.846	5	7	10	12	1.009
ENSG00000223269	0	0	0	0	0	0	0	0	0	0
ENSG00000256813	0	0	1.603	2.616	3.154	0	1	0	0	0.991
ENSG00000255845	0	0	0	0	0	0	0	0	0	0
ENSG00000112238	0	0	0	0	0	0	0	0	0	0
ENSG00000166961	409.008	420.001	110	238.999	135	69	125	302.482	159	168.999
ENSG00000270562	0	3	0	0	0	2	0	2	0	1
ENSG00000242654	0	0	0	0	0	0	0	0	0	0
ENSG00000218363	0	0	0	0	0	0	0	0	0	0
ENSG00000252161	0	0	0	0	0	0	0	0	0	0
ENSG00000249019	0	0	0	0	0	0	0	0	0	0
ENSG00000207512	0	0	0	0	0	0	0	0	0	0
ENSG00000211644	0	0	0	0	0	0	0	0	0	0
ENSG00000214782	0	0	0	0	0	1	0	0	0	0
ENSG00000258262	0	0	0	0	0	0	0	0	0	0
ENSG00000257083	0	0	0	0	0	0	0	0	0	1
ENSG00000181995	0	0	0	0	0	0	0	0	0	0
ENSG00000283601	0	0	0	0	0	0	0	0	0	0
ENSG00000241882	0	2	0	0	0	0	0	0	0	0
ENSG00000164171	300	286	221	256.948	232	175	315.009	376	407.221	200.064
ENSG00000222139	0	0	0	0	0	0	0	0	0	0
ENSG00000284464	0	0	0	0	0	0	0	0	0	0
ENSG00000059758	1811.81	1788.24	1820.9	2115.3	1827.34	3092.72	2211.08	2995.58	2407.4	1661
ENSG00000256963	0	0	0	0	0	0	0	0	0	0
ENSG00000166927	3	0	4	11	4	2	2	8	5	7
ENSG00000286300	0	0	0	0	0	0	0	0	0	0
ENSG00000256663	60.155	48.776	70.297	46.378	27.982	33.933	60.666	48.574	49.921	37.902
ENSG00000133328	0	0	0	0	1	0	0	6	0	7
ENSG00000214787	9.029	14.597	2.139	13.901	4.172	3.434	9.416	10.378	4.492	4.957
ENSG00000141933	146	125	127	142	101	162	198.1	161	160	125
ENSG00000149507	0	0	0	0	0	0	0	0	0	0
ENSG00000239281	0	0	0	0	0	0	0	0	0	0
ENSG00000267190	0	0	0	0	0	0	0	0	0	0
ENSG00000270929	0	0	1	1	0	1	0	0	2	0
ENSG00000260612	0	0	0	1	1	0	0	0	0	0
ENSG00000134827	9	3	2	10	11	3	2	6	9	5
ENSG00000161677	41	48	94.001	88	78	89	97.001	103	109.001	81
ENSG00000166902	575.001	536.645	494.415	601.997	436	514.999	632.49	826.999	740.335	492.994
ENSG00000171540	0	0	1	0	0	0	0	0	0	1
ENSG00000255538	0	0	0	0	0	0	1	0	0	0
ENSG00000166900	2719.37	2625.58	2763.18	3416.04	2757.85	3739.26	4127.25	5182.28	4319.45	2742.6
ENSG00000229505	0	0	0	0	0	0	0	0	0	0
ENSG00000223223	0	0	0	0	0	0	0	0	0	0
ENSG00000285816	5.697	42.542	6.191	27.125	5.705	20.316	58.107	39.123	30.978	0
ENSG00000278914	0	0	0	0	0	0	0	0	0	0
ENSG00000267750	5	3	0	8	4	1	3	7	3	2
ENSG00000133246	1	1	1	0	0	0	1	2	0	0
ENSG00000255355	5	4	2	9	0	13	4	5	4	5
ENSG00000166889	4386.21	4426.84	2505.87	3780.77	2608.55	3044.11	3535.52	5590.46	3801.56	3119.17
ENSG00000264559	0	0	0	0	0	0	0	0	0	0
ENSG00000181350	61	55	51	52	83	21.004	57	44	56	45.003
ENSG00000110048	1110.03	978.678	1496.03	1546.57	1416.41	2285.78	2031.19	2387.56	2054.76	1240
ENSG00000255008	5	0	1	1	4	3	6	2	4	5
ENSG00000250982	5	5	11	2	9.001	3	2	6	9	4
ENSG00000244332	16.99	14.139	1.328	6.639	7.029	6.872	6.383	13.79	11.375	0
ENSG00000172742	0	0	0	0	2	0	0	0	0	0
ENSG00000204989	0	0	0	0	0	0	0	0	0	0
ENSG00000131503	2394.78	2572.83	2632.29	3547.08	2810.68	4036.97	3443.57	4610.86	3824.13	2536.56
ENSG00000172320	0	0	1	0	0	0	1	0	0	1
ENSG00000198261	2	0	0	0	0	0	0	0	0	0
ENSG00000150593	822.996	782.999	1178.68	2396.95	1204.54	2271.79	1921.91	3637.34	2143	2036.48
ENSG00000063127	0	0	0	2	0	0	1	0	0	0
ENSG00000176495	0	0	0	0	0	0	0	0	0	0
ENSG00000252699	0	0	0	0	0	0	0	0	1.57	0
ENSG00000263944	0	0	0	0	0	0	0	0	0	0
ENSG00000230282	0	0	0	0	0	0	0	0	0	0
ENSG00000254799	0	0	0	0	0	0	0	0	0	0
ENSG00000110042	238.002	206.391	371.46	387.034	292.036	233	471	650.08	507.179	330
ENSG00000277769	0	0	0	0	0	0	0	0	0	1
ENSG00000166225	733.207	749.193	1019.56	1279.12	1029.97	1696.48	1277.2	1857.04	1436.11	1041
ENSG00000166801	700.027	781.001	315.062	445.001	412.999	503.001	559.12	791.001	556	398.001
ENSG00000236447	0	4	3	0	1	1	0	3	4	0
ENSG00000245571	44	39	20	41	16	32	27	48	23	33
ENSG00000189057	2	4	0	0	0	1	1	0	5	0
ENSG00000111834	25	19	30	13	10	23	25	39	22	10
ENSG00000255151	0	0	0	0	0	0	0	0	0	0
ENSG00000279000	0	0	0	0	0	0	0	0	0	0
ENSG00000254399	0	0	0	0	0	0	0	0	0	0
ENSG00000278941	4	6	4	11	6	5	3	3.012	3	0
ENSG00000283791	0	0	0	0	0	0	0	0	0	0
ENSG00000242329	0	0	0	0	0	0	0	0	0	0
ENSG00000227511	0	0	0	0	0	0	0	0	0	0
ENSG00000230941	0	0	0	0	0	0	0	0	0	0
ENSG00000254717	0	0	0	0	0	0	0	0	0	0
ENSG00000156689	0	0	0	0	0	0	0	0	0	0
ENSG00000265112	0	0	0	0	0	0	0	0	0	0
ENSG00000252128	0	0	0	0	0	0	0	0	0	0
ENSG00000254926	0	0	0	0	0	0	0	0	0	0
ENSG00000242689	78.045	51.653	59.354	117.267	49.533	72.734	61.271	148.437	58.566	76.114
ENSG00000255856	1	5	2	12	2	17	16	23	5	7
ENSG00000284635	0	0	0	0	0	0	0	0	0	0
ENSG00000269570	0	3	0	3.002	1	3	0	1	1.001	3
ENSG00000186660	3276.66	3096.66	2910.95	4060.34	2935.07	4734.8	4156.54	6226.07	4530.55	3402.34
ENSG00000110031	31	50	99.108	178	111	237	154	231.018	142.061	173.001
ENSG00000198283	3	2	0	2	2	0	3	3	0	2
ENSG00000237498	0	0	0	0	0	0	0	0	0	0
ENSG00000173598	2080.11	2214.1	2302.56	3199.68	2772.97	3816.36	3294.2	4419.38	3430.48	2462.63
ENSG00000252611	0	0	0	0	0	0	0	0	0	0
ENSG00000261620	0	0	1	1	0	0	0	0	0	0
ENSG00000233499	0	0	0	0	0	0	0	0	0	0
ENSG00000250363	0	0	0	0	0	0	0	0	0	0
ENSG00000255218	0	0	0	0	0	0	0	0	0	0
ENSG00000272900	0	0	0	0	0	0	0	0	0	0
ENSG00000270904	0	0	0	0	0	0	0	0	0	0
ENSG00000139053	0	0	0	1	0	0	0	0	0	0
ENSG00000104835	255.513	261	265.271	201	203	211.999	295.001	273	276.999	185
ENSG00000272569	0	0	0	0	0	0	0	0	0	0
ENSG00000260038	1	1	1	0	3	0	0	5	3	1
ENSG00000186508	0	0	0	0	0	0	0	0	0	0
ENSG00000255131	0	0	0	0	0	0	0	0	0	0
ENSG00000236541	0	0	0	0	0	0	0	0	0	0
ENSG00000212335	0	0	0	0	0	0	0	0	0	0
ENSG00000254601	0	0	0	0	0	0	0	0	0	0
ENSG00000254749	0	0	0	0	0	0	0	0	0	0
ENSG00000087494	0	0	4	0	0	0	0	0	1	0
ENSG00000249476	10	13	21	30	23	29	35	32	28	26
ENSG00000180714	0	0	0	0	0	0	0	0	0	0
ENSG00000255266	0	0	0	0	0	0	0	0	0	0
ENSG00000233819	0	0	0	0	0	0	0	0	0	0
ENSG00000198561	3508.58	3516.16	4969.62	5618.06	4830.8	6632.99	5740.22	6911.34	6121.12	3928.81
ENSG00000230889	0	0	0	0	0	0	0	0	0	0
ENSG00000288013	0	0	0	0	0	0	0	0	0	0
ENSG00000233436	0	1	0	1	0	1	0	0	0	0
ENSG00000254634	120.265	148.956	94.341	172.57	92.841	103.344	96.517	198.364	89.515	117.886
ENSG00000184983	734.001	651.482	875.803	1294.2	886.872	1584.55	1050.14	1699.9	1167.15	992.004
ENSG00000213592	0	1	0	0	0	0	1	0	0	2
ENSG00000223443	0	0	0	0	0	0	0	0	0	0
ENSG00000254462	0	0	6.457	1.504	16.613	3.353	0	1.466	1.674	0
ENSG00000250490	0	1	1	0	1	1	2	0	1	1
ENSG00000232554	0	0	0	0	0	1	0	0	0	0
ENSG00000156603	99.858	127	211.001	198	156	257.162	207.523	276.999	214	162.001
ENSG00000263573	0	0	0	0	0	0	0	0	0	0
ENSG00000156599	1604.99	1663.87	1958.62	1774	2093.8	2416.55	2370.85	2622.07	2613.33	1576
ENSG00000270421	0	0	0	0	2	0	1	0	0	0
ENSG00000166793	76	90.001	97.999	112	117.999	77	243	259.001	259	151
ENSG00000176771	40.001	26	32	100	39.185	44	57	187	49	105.999
ENSG00000122126	370.346	403.779	580	739.994	527	770	972.412	1273.12	941.951	778.2
ENSG00000214872	0	0	0	0	0	0	0	0	0	0
ENSG00000265566	0	0	3	0	0	0	1	0	1	0
ENSG00000147180	2	0	0	0	0	1	0	2	0	0
ENSG00000149150	250.28	282.252	144	129.001	160	66	227.999	225	210	150
ENSG00000249764	0	0	0	0	0	0	0	0	0	0
ENSG00000257005	0	0	0	0	0	0	0	0	0	0
ENSG00000204915	0	0	0	0	0	0	0	0	0	0
ENSG00000259164	0	0	0	0	0	0	0	0	0	0
ENSG00000255301	3	0	1	3	0	2	0	0	0	0
ENSG00000201085	0	0	0	0	0	0	0	0	0	0
ENSG00000134802	808.357	951.752	1011	1415.96	1144.75	991.614	1222.34	1914.37	1359.01	1202.32
ENSG00000109991	0	0	0	1	2	0	0	3	0	0
ENSG00000169245	0	0	0	0	0	0	0	0	0	0
ENSG00000264422	0	0	0	0	0	0	0	0	0	0
ENSG00000149136	3862.62	3819.28	2739.42	2654.85	2466.15	2809.75	3668.92	4346.74	3918.86	2529.14
ENSG00000254662	4	0	0	1	0	0	2	0	0	0
ENSG00000280207	0	0	1	0	0	0	0	0	0	0
ENSG00000134817	0	0	0	2	0	1	1	0	0	0
ENSG00000266765	0	0	0	0	0	0	0	0	0	0
ENSG00000166974	827	877.416	1310.64	1371.93	1363.01	1613.26	1622.18	1783.07	1714	1035
ENSG00000252812	0	0	0	0	0	0	1	0	0	0
ENSG00000232940	42	40	51	85	44	101	36	67.001	46	29
